,Acanthurus Acanthurus bariene,Acanthurus Acanthurus blochii,Acanthurus Acanthurus chirurgus,Acanthurus Acanthurus dussumieri,Acanthurus Acanthurus guttatus,Acanthurus Acanthurus japonicus,Acanthurus Acanthurus leucocheilus,Acanthurus Acanthurus leucosternon,Acanthurus Acanthurus lineatus,Acanthurus Acanthurus mata,Acanthurus Acanthurus monroviae,Acanthurus Acanthurus nigricans,Acanthurus Acanthurus nigricauda,Acanthurus Acanthurus nigrofuscus,Acanthurus Acanthurus nubilus,Acanthurus Acanthurus olivaceus,Acanthurus Acanthurus pyroferus,Acanthurus Acanthurus tennentii,Acanthurus Acanthurus_achilles,Acanthurus Acanthurus_triostegus,Acanthurus Acanthurus_xanthopterus,Ctenochaetus Ctenochaetus binotatus,Ctenochaetus Ctenochaetus cyanocheilus,Ctenochaetus Ctenochaetus flavicauda,Ctenochaetus Ctenochaetus hawaiiensis,Ctenochaetus Ctenochaetus striatus,Ctenochaetus Ctenochaetus strigosus,Ctenochaetus Ctenochaetus truncatus,Naso Naso annulatus,Naso Naso brachycentron,Naso Naso brevirostris,Naso Naso caesius,Naso Naso fageni,Naso Naso hexacanthus,Naso Naso lituratus,Naso Naso maculatus,Naso Naso minor,Naso Naso tonganus,Naso Naso tuberosus,Naso Naso unicornis,Naso Naso vlamingii,Paracanthurus Paracanthurus_hepatus,Prionurus Prionurus laticlavius,Prionurus Prionurus microlepidotus,Zebrasoma Zebrasoma desjardinii,Zebrasoma Zebrasoma flavescens,Zebrasoma Zebrasoma gemmatum,Zebrasoma Zebrasoma scopas
Acanthurus Acanthurus monroviae,5.647686583028758,4.8770928827686735,5.811632546236786,6.035165974149585,6.287528798401655,6.780330480583522,4.962406913521955,7.150289075633262,5.0218877985568,5.69389726198392,0.0,6.698119346111284,8.415068002408011,8.420437838853942,8.090110544482453,6.601024085514396,10.263367824642602,6.282940599380935,8.979222035945307,7.280696381210689,6.050043055465781,7.066290504245283,9.149871590634095,8.429601128835422,7.916834367155992,7.257691109937668,6.947738086653046,8.15619827802782,6.762572663840955,7.244781049714997,5.600734939169448,8.457630914636223,9.665639686814291,5.637697021444195,7.439795196784169,9.221618691111285,4.8739344814663115,7.822823715259132,7.131960080412906,6.500878078555935,7.4732135786005,8.26599885066048,7.118279495676944,8.342456627609229,4.01026682872147,11.58666328137983,9.855222375757345,6.751335658146089
Acanthurus Acanthurus nigricans,6.994186611907528,7.769920165859025,7.740721088507276,7.453285181441701,5.33668462080548,6.702726542381795,4.545038776598313,10.494130673816324,6.804078338710044,7.341503328542732,6.698119346111284,0.0,7.4557958339324975,7.921958101053525,10.060767780521681,6.653482109554775,11.76476411850962,7.23741380484349,10.278170466343472,6.95232086510941,7.845170947740803,6.477501848957878,9.157142148993513,8.582348169094118,8.241590645643065,9.20729233728165,7.658386014460408,8.448928766391013,9.041547780129294,8.881906705936673,7.946632658457179,10.142280257501243,9.759601012317002,6.854669633682973,9.364420319029364,10.194987157984778,6.882181366570427,8.686743401603138,8.203789026072844,7.715565226719781,10.33408014337244,11.270267578913293,7.967692947762514,10.428778004179698,7.2482139975605335,12.66784979248436,11.085928442371449,7.789370069566619
Acanthurus Acanthurus nigricauda,7.058599834895835,5.791586348347448,7.0313808675289815,6.010240167335218,5.378618976570909,10.273255312480286,6.3867365679151655,10.738308545414833,8.45711889269136,7.442224459496065,8.415068002408011,7.4557958339324975,0.0,6.127930063023048,9.129850995106565,4.681167197148009,10.404012826428175,7.055148686164467,12.395242163046058,5.438856788502614,6.8526068566391745,7.688074324081317,6.838742801101346,11.742439733099246,6.868141837678402,9.944377937465282,10.419553978855763,10.153411496842915,7.60375167813642,8.01392032386694,6.930914275675684,10.701546309810933,8.712453012892162,7.6598215711519915,10.457606600984457,6.280467634281931,7.9703426611683525,7.962174899866255,6.130357876407153,8.038873880312249,10.064916698596425,11.950061916867698,6.111591044757443,10.14073486591458,7.265906624876897,10.8555117047576,14.067642862693177,8.591903025458365
Acanthurus Acanthurus nigrofuscus,7.432563758957459,6.524593481837845,7.951979303997959,7.1446614679885485,6.231811448995683,9.741436659671281,7.937103803519712,11.157720097732271,8.166637171735912,7.486513088383857,8.420437838853942,7.921958101053525,6.127930063023048,0.0,7.333564447343055,5.490941545307763,10.86529811965123,8.391389686586269,12.500641757310285,6.504481969945677,6.946327117767307,8.059746194701807,5.409556314803164,10.54876271886332,6.064317547057878,10.688998104888695,9.793166608558522,10.140223128323255,8.727623200753087,7.660987056165263,6.5354054277893,10.833877780363679,9.282382861132533,8.937042305332392,10.851764405502548,5.4083996202653415,8.51801007084012,8.927070152986868,6.508097492453716,9.463695917718104,10.270266048457502,12.484946658118606,8.165166399813018,10.285075446670529,7.898905754611637,12.65769981054028,13.553226679862258,8.835416290229007
Acanthurus Acanthurus nubilus,6.936203366645882,6.452664456483043,7.7720692742921,7.4885581528189,8.034773055039446,10.578136134245478,8.824607036985956,8.45597446002171,7.301225303467047,5.8175703885775905,8.090110544482453,10.060767780521681,9.129850995106565,7.333564447343055,0.0,7.829468013882168,9.5168245330146,8.199940425799188,10.311887085034154,8.756451388411636,7.6290168695996,6.661138511971196,7.732546727765766,10.768725990806693,6.132963679582741,8.747596288313105,10.38257237349822,9.397752416688592,7.479234251598846,5.54387152484808,4.420802171964567,7.640193351223092,7.39997020057584,8.664258873757253,9.172928491181366,7.37197132663086,8.708667601282313,7.216158952433174,6.678875271644692,9.890040915571536,5.6648004592579,10.08755966898382,7.347484511063645,6.699442750401994,6.834696949746395,11.919214712581487,13.317817040475441,8.991681908171762
Acanthurus Acanthurus olivaceus,5.986773939023606,4.650185628715991,6.636673073548956,6.282968250048851,4.716462473713074,8.898978909944399,5.439543749830333,9.390612540123085,7.461930419712409,6.383037002888952,6.601024085514396,6.653482109554775,4.681167197148009,5.490941545307763,7.829468013882168,0.0,11.242185061545912,5.911536002194534,10.812768895777554,5.883452067544338,6.815023441158672,6.36111251321046,6.1410385957924145,10.917738503475258,4.734112248483278,8.36868689874995,9.740834945209073,9.638904345300698,7.054206952520874,6.792310429384018,5.429769090046959,10.047130695127688,8.611353586399797,6.512065002236431,8.203347324239601,6.461360451289927,6.440986763496738,8.196565930368537,4.69178552410612,7.142299790177898,9.252483866820315,11.275032221946367,6.365324908056172,9.679716982283772,5.762694919599246,12.908113278104704,12.215120095660593,7.7152496751100745
Acanthurus Acanthurus pyroferus,8.412428699296706,9.579197500352251,9.112828346525014,7.445630665820168,9.373916750569462,12.476337756565473,10.540571383250988,10.769109787766196,8.353592746053716,9.282505975326414,10.263367824642602,11.76476411850962,10.404012826428175,10.86529811965123,9.5168245330146,11.242185061545912,0.0,9.98685517199337,12.57996058607973,10.881511521653822,8.732213152340071,9.896872151972977,10.138504760534534,13.110154640664152,10.678046336831992,11.979425769094737,12.183189286346408,10.627262663020412,11.07193492821657,11.243833205444462,9.762694359930487,11.774453945223954,10.64071553134088,10.047672938009796,12.27124702882158,11.158153798651758,11.273149422468554,10.573427876298936,10.711770650152198,11.99067419102023,9.396280255644518,9.276473389043328,9.118952799150478,10.605288746062163,9.122825310008162,8.545527005061272,15.821336425032591,10.521357416367154
Acanthurus Acanthurus tennentii,5.097505457010532,5.0982788686063385,3.9132103605293693,4.654748936044203,4.936535723793108,7.160787700211564,5.686093209696069,8.471594184952721,5.558947455027628,4.639368351041218,6.282940599380935,7.23741380484349,7.055148686164467,8.391389686586269,8.199940425799188,5.911536002194534,9.98685517199337,0.0,10.712166742369035,6.292609620990755,5.75976084976628,3.8986254766867363,7.665596211196766,9.448619939282557,6.461327986417512,6.766355428542833,8.691747178780279,8.703589507831978,8.037511702656321,7.76704095263972,6.65521849492125,9.208103345586014,7.96138873257335,6.235775558684877,7.056687137966442,9.408319039989046,5.667002822327914,7.366414799607539,6.145688973030222,8.113171945533153,7.918717614291545,10.34354161144321,5.807188928266724,8.629828075737072,4.354559969779003,12.635923641128402,11.924047563747283,6.1405103511241315
Acanthurus Acanthurus_achilles,9.207241353972414,10.341041167421889,10.438256697494795,10.314185307002564,10.30139867134112,9.931800649760508,9.23060888415178,8.40037437448881,8.522012195780734,9.251939374120752,8.979222035945307,10.278170466343472,12.395242163046058,12.500641757310285,10.311887085034154,10.812768895777554,12.57996058607973,10.712166742369035,0.0,11.495709995467575,10.815208656379344,10.236633644924352,12.916976370007411,12.098167127645,11.399399095345167,10.031455926379278,11.1171903384444,10.471822142345417,10.846611892099995,11.391892571171345,10.204759924140472,10.813864177763312,12.65402058544304,8.521704602968223,8.803075239882116,12.93706235596339,9.145686555506938,11.593974897720638,11.20950686060426,8.14658466074595,9.548868345759406,10.492382365840795,10.313241916058194,11.51865910989247,9.138125262056018,13.906134176811651,9.961321395608932,10.882647597742011
Acanthurus Acanthurus_triostegus,7.259489690981331,5.043422613936248,4.303260949365384,5.866936903735015,5.67806676000745,8.529838233524345,5.684741006109636,9.623747371989761,6.919069508480284,6.2430003103528176,7.280696381210689,6.95232086510941,5.438856788502614,6.504481969945677,8.756451388411636,5.883452067544338,10.881511521653822,6.292609620990755,11.495709995467575,0.0,5.051793005580737,7.232243646996139,8.702845743265696,9.609818888754097,8.401576378938232,9.556723935129746,8.647057947043606,9.80843378909061,6.686225585746797,7.706412151553076,6.57476944999555,9.988039304676605,8.095490210819358,8.101124628995134,9.598580949257174,8.551755566010158,5.0999235284556175,8.201175128195803,6.689048944515689,6.317837285252182,9.447900201089913,11.06981108990116,5.6652714509809305,9.727463911505177,6.570145567505281,11.924458637915594,12.933469722915454,8.785291745912259
