,Acanthurus Acanthurus albimento,Acanthurus Acanthurus albipectoralis,Acanthurus Acanthurus bariene,Acanthurus Acanthurus blochii,Acanthurus Acanthurus chirurgus,Acanthurus Acanthurus chronixis,Acanthurus Acanthurus dussumieri,Acanthurus Acanthurus fowleri,Acanthurus Acanthurus gahhm,Acanthurus Acanthurus grammoptilus,Acanthurus Acanthurus guttatus,Acanthurus Acanthurus japonicus,Acanthurus Acanthurus leucocheilus,Acanthurus Acanthurus leucosternon,Acanthurus Acanthurus lineatus,Acanthurus Acanthurus maculiceps,Acanthurus Acanthurus mata,Acanthurus Acanthurus monroviae,Acanthurus Acanthurus nigricans,Acanthurus Acanthurus nigricauda,Acanthurus Acanthurus nigrofuscus,Acanthurus Acanthurus nubilus,Acanthurus Acanthurus olivaceus,Acanthurus Acanthurus pyroferus,Acanthurus Acanthurus sohal,Acanthurus Acanthurus tennentii,Acanthurus Acanthurus tractus,Acanthurus Acanthurus tristis,Acanthurus Acanthurus_achilles,Acanthurus Acanthurus_triostegus,Acanthurus Acanthurus_xanthopterus,Ctenochaetus Ctenochaetus binotatus,Ctenochaetus Ctenochaetus cyanocheilus,Ctenochaetus Ctenochaetus flavicauda,Ctenochaetus Ctenochaetus hawaiiensis,Ctenochaetus Ctenochaetus marginatus,Ctenochaetus Ctenochaetus striatus,Ctenochaetus Ctenochaetus strigosus,Ctenochaetus Ctenochaetus truncatus,Naso Naso annulatus,Naso Naso brachycentron,Naso Naso brevirostris,Naso Naso caesius,Naso Naso fageni,Naso Naso hexacanthus,Naso Naso lituratus,Naso Naso maculatus,Naso Naso minor,Naso Naso tergus,Naso Naso tonganus,Naso Naso tuberosus,Naso Naso unicornis,Naso Naso vlamingii,Paracanthurus Paracanthurus_hepatus,Prionurus Prionurus chrysurus,Prionurus Prionurus laticlavius,Prionurus Prionurus microlepidotus,Zebrasoma Zebrasoma desjardinii,Zebrasoma Zebrasoma flavescens,Zebrasoma Zebrasoma gemmatum,Zebrasoma Zebrasoma scopas,Zebrasoma Zebrasoma veliferum,Zebrasoma Zebrasoma xanthurum
Acanthurus Acanthurus guttatus,11.882298890660001,11.652227905954337,9.958348438499515,13.545112614907506,14.982888604785503,12.048685945755436,12.23479715578157,12.201493065863016,14.965429748925153,11.210655256092522,0.0,10.417973327292797,8.467111353616957,15.792105227391728,10.064591849180443,10.947820329255874,13.242273779027345,10.999427601002704,13.213272358407998,8.974792334034044,11.089492357120227,14.05581634145988,10.574625745446262,15.186427279210541,17.2590522586694,14.651373396214057,13.395810086328243,10.56359922455814,14.31616667102197,11.489528192295642,11.863892725723911,8.47425956320765,9.333605520000509,11.905463277858455,11.69611628334814,12.716322412197824,11.185979524929646,18.073151282167164,10.892858716783397,13.714680894816084,10.992324260588909,12.323369967508915,11.527923795167535,12.820820937777922,12.339174931334046,15.750670192942682,13.324789451611561,13.113378282770826,12.60920402539706,12.80251613154365,13.263014134363411,12.016948611190733,14.783973545156414,16.215041113486926,11.484823830936396,12.36156395541691,13.903719888211675,9.893821526641252,17.764921291022674,21.507397997961974,16.219738021243952,8.400390605392216,15.689478101120846
Acanthurus Acanthurus japonicus,13.299464535355298,13.11149349601285,11.810319904509091,15.081342790283985,15.38906659859263,13.207667624583864,12.482464584370476,13.18179180623877,14.484686030055535,11.295221353613222,10.417973327292797,0.0,10.686899367574433,14.980470582644607,11.914359859902486,12.696766160535406,13.40355862912253,10.905385145172419,13.333217543094797,12.585516899487228,13.399699729445894,15.20551233617213,12.587566968720111,16.388210070731915,17.46094738506187,14.260938851287818,12.297215566059153,12.177183358414819,13.052270182520374,11.756559759814861,12.07689673297373,10.00364150925228,12.731753903536234,10.345991020780879,14.827720867425246,13.584266935222844,12.079564513120264,18.739413020820162,12.864593992886668,15.721847031187147,11.870040898160173,14.006306581643141,12.850041813087236,13.109019936465284,12.78381849469131,14.42997241630036,16.74772518142871,11.761497761972015,12.097092181665218,12.919154692526224,14.151632795258843,11.661101051656424,14.528636581182042,16.057327201194784,11.654422929338725,12.782841921889691,13.52626118251446,10.855384794607891,17.63942313281383,21.841689718567014,15.996133668785363,12.33011850035605,13.352754590841208
Acanthurus Acanthurus leucocheilus,9.51621696677849,9.78393835033939,9.678645729615413,12.522070997807537,13.80023576186508,12.768033141490779,12.438615758163172,11.948549447201204,12.42608011749402,7.178211138208091,8.467111353616957,10.686899367574433,0.0,14.133198081646675,11.15991800306608,12.014798278903324,12.888098697937126,8.011846683569845,12.801384841600703,8.729312068622836,10.512058155079867,14.64132383816617,7.979670834706287,15.529062302725817,16.361398502564768,12.859132382789978,11.408947077924434,10.879511562359097,14.280732300788527,10.723508378002505,10.636806537763501,9.699975337175086,10.7899107709645,12.307254575680124,14.149561796206655,12.601032046869847,10.117598973838248,18.760336001460374,11.869115914000119,12.885412967789215,9.367048311088297,12.487813780488407,11.719746336150811,11.118120850784909,9.318964256895157,14.21752540559087,13.737679135841608,10.164929916001919,11.06125638455521,10.694781239833722,11.884461496241498,9.342866156620707,13.940691241272974,14.314836646632616,10.503874576588819,10.449261013322168,11.92583177156168,10.179233593086016,17.239375974811143,23.09859776753541,16.290297572784574,10.57572409134945,13.611123418353845
Acanthurus Acanthurus leucosternon,12.263965702450841,14.8411380929121,13.214793022827106,11.14651659217322,12.345083479379378,14.425780186960896,11.27706026347994,11.54096539682701,10.427741576522209,13.861297425912442,15.792105227391728,14.980470582644607,14.133198081646675,0.0,13.401783222735647,13.436299050391021,12.40953293759882,11.078329398632492,16.996390673252648,15.339135187226033,15.129331992743314,12.185838509824139,13.599273402386483,13.649871889088686,17.902939774554643,11.86036951307906,14.509652857266751,12.499429995098449,14.11798501545411,14.41265102467495,11.513988503284708,14.885470364612706,15.384590851800697,14.57230422382467,15.84693442936999,12.748629510902253,12.783422260870653,20.425191886667392,16.589785522457156,11.847802830615976,12.851251540244668,11.873098208445912,14.140445547029902,14.12696363730018,12.709315590200367,11.722409887589903,16.755704750911942,11.664108785236817,13.502729705573165,13.37064734063695,12.738214511174844,12.986053394081058,9.002336508947193,11.719043004794745,14.762191758528235,11.46181802280863,11.614858402613471,9.950817982139265,16.45236364721398,23.223040450552258,16.551642364658903,12.879724888505233,14.285856129373588
Acanthurus Acanthurus lineatus,12.076896697383471,14.614223417454248,9.317482979028041,12.211332916034124,12.65424517157853,11.256991515735123,9.904715784522947,10.141928677391094,13.435150932263662,13.559683402347975,10.064591849180443,11.914359859902486,11.15991800306608,13.401783222735647,0.0,10.631487277556243,8.693415452188084,11.409639005440049,15.691839752327787,13.014344088597847,12.219429800751639,11.79952571725527,13.065448973810607,12.828635281735846,11.803671892847335,13.754647982127972,14.418493402130634,11.13242492068341,14.27617946277642,12.309270816422664,10.591424439880313,10.980041993995883,13.557468724836149,11.886482524425977,12.455241341584571,12.352688039673078,12.221252291723049,14.4824889538729,12.668319984051424,12.98770702704384,11.662585803495423,11.88404422125338,11.536041674738485,13.05999617519381,14.228049468270752,14.178310490847716,13.602831854251525,13.469083765941775,11.919820162067381,12.130800595668083,14.285865935184576,12.182924091410007,11.698439994296457,14.048904013690958,14.627006262560935,13.61142152964469,12.914857782374158,9.436356420600317,16.42429102214539,20.63563820661204,14.667451958125552,11.682173849189214,15.79000641390145
Acanthurus Acanthurus maculiceps,12.12282632571585,11.768404727560961,9.145599668015839,10.246201635360599,12.391484622034179,13.855235346382871,10.866303136833208,10.103485559824207,12.535088676398587,12.959035361710209,10.947820329255874,12.696766160535406,12.014798278903324,13.436299050391021,10.631487277556243,0.0,9.033578464483387,12.216529426400687,15.389631892535153,11.008358194344332,9.853531312054688,8.355851470631793,9.883844091902606,14.472234353592992,14.929395068694145,12.31744131536098,12.231350547785551,10.450885843933207,15.344244705980419,11.50770154701822,11.26865989496875,10.293002123308936,10.216291960326304,13.64146924522623,10.351759748596574,11.085031904073645,11.770076871499755,16.901029570809044,14.190467699090412,12.592016579345794,9.231325490059978,9.084840383196038,12.669868910137605,11.213113788174029,13.931313060067392,13.784576002266618,10.386650624621293,12.069346013246019,10.542558152891559,11.291980685038538,10.079280398099225,12.957315569171055,10.226709197297549,15.948127373265834,13.450430030784082,12.143226555809774,11.709479336744769,8.335256380806502,17.594529495939323,21.959398487716918,13.974890518235124,8.884499959846677,15.903598129076904
Acanthurus Acanthurus mata,11.527894190749413,14.424463463226013,10.057817653945987,8.885554120338599,9.793071257123184,12.987549438189316,8.972246360790226,8.976117333330091,11.368424302332969,13.972403800987067,13.242273779027345,13.40355862912253,12.888098697937126,12.40953293759882,8.693415452188084,9.033578464483387,0.0,12.971440625624771,16.330675037438503,13.053158821408063,12.807886617068146,8.536843013628008,13.522630985720774,12.715819988056168,12.187366758435234,12.047338699781404,14.251084707317906,10.547401972322568,15.581567326774605,12.366886558701152,11.065381929479765,11.86350755524121,15.106078449572223,13.487321171265723,12.52193839047321,12.59059643373029,12.566367753088494,13.554389167028878,14.476086175193345,10.212048777793788,10.946342251172343,9.13237542258836,12.006891788288526,12.153120237885224,14.060682169438222,13.9495719793442,12.213428834727758,12.525180427240901,10.864445524853881,11.326697775498232,10.932628608564224,11.152228980962745,8.877883779125762,15.229517159265434,14.507718687990996,12.204353420133405,11.766069654873403,8.748373521593754,17.745940169373466,20.05359900188638,12.472203673209123,11.507297279434976,16.541223223079655
Acanthurus Acanthurus monroviae,11.068907539826428,10.083775094010399,10.554985311641715,11.18007452338016,12.710745350976797,12.855804572126923,11.984651923290434,10.82086164185817,10.742634774956139,8.395152237502568,10.999427601002704,10.905385145172419,8.011846683569845,11.078329398632492,11.409639005440049,12.216529426400687,12.971440625624771,0.0,14.193772445853732,11.56586435677342,11.142903713176228,12.242246826014654,9.01093775503344,14.014017224586354,17.455307932018062,11.405004235995733,11.308358410256206,10.68814869561699,14.706669135445338,11.781186252658259,10.349928750879846,10.364293917103403,11.091185373335982,11.783799395691405,13.776237346478322,11.295636852900092,10.063048958590594,19.255502801955465,13.462923913543166,12.577863167081814,9.34018668481817,10.612330553731809,10.645579603939941,11.786445774998871,9.604112498750295,13.247219300995829,15.291923130110131,7.855499748531888,11.599943332964015,11.410254784650101,11.428501603741845,10.547043318686569,11.274665869070747,13.156041520188937,10.94146214087054,10.536353586370355,10.677730626002672,9.22792280659063,16.42780877463136,23.576039757285656,15.003028580214583,10.590479759507424,13.704999834383443
Acanthurus Acanthurus nigricans,13.537716726841209,13.484096807077034,14.919409952509577,17.371301729207122,18.167178444944874,16.734406471601414,17.028300228444557,16.48543358740533,17.38482782493426,15.01809622724188,13.213272358407998,13.333217543094797,12.801384841600703,16.996390673252648,15.691839752327787,15.389631892535153,16.330675037438503,14.193772445853732,0.0,14.674590130704873,15.11798440652466,18.55991337573784,13.270068424583462,17.506661870015243,19.507802261014486,15.858224267499494,16.190191519506815,15.875146677189763,16.43218352218437,13.678393490841879,14.496524489256329,15.035460125273447,15.480013891518645,15.376356385168952,16.262414484933725,16.484511138871426,14.865202689294916,22.468126883664056,17.86784405965466,16.942122222469283,15.573949243314125,16.452534877358598,16.989076896729678,15.315728502476697,14.7586911094633,16.383947751665755,18.981500669281644,15.034658276851506,15.841732165548239,13.51100490918658,17.253273475419302,15.274374247847724,17.783861040819012,15.183652736287863,14.137300750824151,16.080658061597067,16.401637685644932,15.873045695052877,17.75227232186307,24.489133870140975,19.397694046400247,14.095893272168368,17.306832098781225
Acanthurus Acanthurus nigricauda,9.469701112345682,9.390112669130552,11.204175861259463,11.960457579047883,13.680058966010549,14.260829829968097,11.89135086590274,12.694882765502502,13.960920811957191,9.332991180121004,8.974792334034044,12.585516899487228,8.729312068622836,15.339135187226033,13.014344088597847,11.008358194344332,13.053158821408063,11.56586435677342,14.674590130704873,0.0,9.093921992076277,13.64646153487101,9.05087358127773,14.761748580435613,18.304203034555115,13.867811461542967,12.40866639488494,11.116235589052053,16.523349901891923,9.057987654520183,10.873237073811067,10.377983584596967,9.695666117276401,13.293771075427804,14.572500040902788,14.644343360230303,13.0083789863015,20.288890710491444,13.433998985890678,12.220105210012205,9.721656655754346,12.612954921301123,12.947742753016595,11.643567111654015,11.635542036686228,15.866147975264724,12.767194038523714,11.697386258322759,9.974987191764159,10.94310328821391,11.802709221339892,9.947492524882085,14.36679957666125,16.183889281881587,9.81166737212733,10.229572782193548,12.378647292747575,11.592354862142491,15.751891897652156,25.181826567697424,16.74318673990185,9.833219077796784,15.389452206361243
Acanthurus Acanthurus nigrofuscus,9.342887230888413,10.706044296309438,11.955044822985228,12.55474960856112,13.056216238170997,13.226188387068573,12.198662247036122,11.976516283081589,14.13198928559974,12.134096830612629,11.089492357120227,13.399699729445894,10.512058155079867,15.129331992743314,12.219429800751639,9.853531312054688,12.807886617068146,11.142903713176228,15.11798440652466,9.093921992076277,0.0,12.53721149464551,9.652759451618865,14.208145091601518,18.64381369430085,14.797158335528758,12.340338724045173,11.55585832976416,17.74257136629859,9.469646344112192,9.39920665896858,11.491458560994422,9.867754439541061,12.603409109129023,14.77445075472761,14.944659974104963,14.29307370554674,20.72500406084989,15.1572426010552,13.772118351304401,8.636308627840405,12.555772068674907,12.775220424333133,11.47887132335883,11.940576749496193,15.731478289480519,12.779370997550254,11.598585303963793,9.506347106034768,11.018812499236557,13.208443386063866,11.416399846275029,14.291185581297514,15.126827866913915,12.766898560449953,11.063071998537318,12.176449650622782,12.654299027035941,16.16028182725545,25.56177256295845,18.29586953357036,11.653201533125214,15.318389441357962
Acanthurus Acanthurus nubilus,14.168166345657252,13.9558987116767,11.019300912800466,8.345731385486772,10.697828769480704,13.701659330381727,10.538972232971378,9.30185954694056,10.542205404417015,14.731513077395661,14.05581634145988,15.20551233617213,14.64132383816617,12.185838509824139,11.79952571725527,8.355851470631793,8.536843013628008,12.242246826014654,18.55991337573784,13.64646153487101,12.53721149464551,0.0,13.964029383621915,12.904763931728779,16.066541205956423,12.351727365888058,13.299677099137478,10.514864100170156,16.792510051036817,14.334060969927144,12.160869466330631,11.712029436120863,13.869633433875073,14.463199622356138,12.43316956670506,10.576847908654127,13.578764020197909,16.863306244408353,15.641039678222278,10.771497195968958,10.235148408057956,7.961135598529062,12.014748564840213,11.417699164499265,14.558180513107429,15.768604406981947,11.930359008555097,12.121881793706962,11.67499948206831,12.350758578337715,9.902088155317658,13.747139359807653,7.42377250796297,16.170492014708834,14.727516623542275,11.793719943040141,10.322147700078885,9.962226162511522,18.615709357822503,23.054894905369746,13.051643105814692,11.49263139006896,17.42631894149011
