6.157869530513025325e+01,5.885226035846455517e+01,5.795203541107321854e+01
2.153663228877429674e+02,1.586093481422715854e+02,2.354806293798757011e+01
1.493894779771615049e+02,1.692764274061990193e+02,2.131864600326264281e+02
1.065841729876599118e+02,1.112638967508207912e+02,1.163983923921657464e+02
