,Acanthurus_achilles,Acanthurus_bariene,Acanthurus_blochii,Acanthurus_chirurgus,Acanthurus_dussumieri,Acanthurus_guttatus,Acanthurus_japonicus,Acanthurus_leucocheilus,Acanthurus_leucosternon,Acanthurus_lineatus,Acanthurus_mata,Acanthurus_monroviae,Acanthurus_nigricans,Acanthurus_nigricauda,Acanthurus_nigrofuscus,Acanthurus_nubilus,Acanthurus_olivaceus,Acanthurus_pyroferus,Acanthurus_tennentii,Acanthurus_triostegus,Acanthurus_xanthopterus,Ctenochaetus_binotatus,Ctenochaetus_cyanocheilus,Ctenochaetus_flavicauda,Ctenochaetus_hawaiiensis,Ctenochaetus_striatus,Ctenochaetus_strigosus,Ctenochaetus_tominiensis,Ctenochaetus_truncatus,Naso_annulatus,Naso_brachycentron,Naso_brevirostris,Naso_caesius,Naso_fageni,Naso_hexacanthus,Naso_lituratus,Naso_maculatus,Naso_minor,Naso_tonganus,Naso_tuberosus,Naso_unicornis,Naso_vlamingii,Paracanthurus_hepatus,Prionurus_laticlavius,Prionurus_microlepidotus,Zebrasoma_desjardinii,Zebrasoma_flavescens,Zebrasoma_gemmatum,Zebrasoma_scopas,Zebrasoma_veliferum
Acanthurus_mata,0.984177,2.680953,1.617729,2.063380,2.446803,3.296719,1.180067,3.197864,1.801693,1.732397,0.000000,1.766314,1.364971,2.304101,2.228639,2.365797,2.568643,1.702071,2.416760,0.404061,1.428571,1.687465,1.385918,2.047456,2.549628,3.279193,2.038053,1.447455,1.084652,2.311432,3.369019,1.951397,2.940814,0.499700,2.824817,2.011888,1.916630,2.441144,1.251052,3.503864,1.245268,2.797724,2.231500,1.616898,0.558681,1.871559,0.857143,2.794911,1.198902,2.586643
Acanthurus_monroviae,1.998799,2.830490,3.203174,1.414338,1.080065,2.177723,1.582788,2.572898,1.402642,1.704048,1.766314,0.000000,2.807734,1.872193,1.060232,2.020232,1.761729,0.777076,0.830005,2.034176,1.629134,1.282839,1.892313,1.553700,2.205022,2.459390,0.867478,1.448187,1.344969,1.126631,2.690334,2.584846,3.251746,2.214990,3.096322,0.328900,3.465288,2.072760,1.962097,3.409113,1.362378,2.484048,1.970627,2.890047,1.344969,2.319643,2.567422,2.743572,1.984895,1.021009
Acanthurus_nigricans,1.059371,3.164023,0.558681,2.981038,3.447260,4.253286,1.533930,4.077069,2.285714,1.951390,1.364971,2.807734,0.000000,3.227712,3.301819,3.301260,3.399045,2.569850,3.202888,1.469988,1.698810,2.257175,1.392830,2.460736,3.449342,4.248768,3.118315,1.905712,1.704454,3.114942,4.262513,2.460741,3.509566,0.979992,3.534600,2.948890,0.723470,2.567691,1.665898,4.258568,2.354972,3.639207,2.357079,0.990810,1.617729,2.695819,1.075762,3.668594,1.425764,3.347317
Acanthurus_nigricauda,2.210896,1.209301,3.363939,0.521409,1.221983,1.235232,2.828066,0.894727,3.043955,3.160816,2.304101,1.872193,3.227712,0.000000,0.999664,0.195998,0.644254,1.343246,2.337070,2.274737,2.976156,2.928991,3.062827,3.228456,0.343810,1.031898,2.630119,1.667063,2.662780,1.293407,1.067787,1.371003,1.518371,2.538136,1.373067,1.950760,3.619724,3.663240,1.612841,1.547084,1.083518,0.616344,3.520187,2.718777,2.340288,1.056727,2.644685,0.959232,1.872836,2.123566
Acanthurus_nigrofuscus,2.312959,2.144741,3.578878,0.668150,0.357504,1.176373,2.434588,1.543615,2.414783,2.647197,2.228639,1.060232,3.301819,0.999664,0.000000,1.143088,0.881208,0.869732,1.484793,2.342102,2.528439,2.299687,2.717904,2.568012,1.293598,1.400030,1.779357,1.625912,2.221085,0.776104,1.645672,2.154179,2.510425,2.609745,2.336088,1.101676,3.847853,3.043773,1.943298,2.470464,1.177523,1.551733,2.936170,3.065151,2.031378,1.806194,2.849859,1.876735,2.104257,1.323896
Acanthurus_nubilus,2.304480,1.168919,3.409312,0.708773,1.384129,1.310677,2.957542,0.850709,3.194815,3.309251,2.365797,2.020232,3.301260,0.195998,1.143088,0.000000,0.815330,1.517798,2.515202,2.304101,3.114906,3.076125,3.194815,3.385283,0.203408,1.013113,2.751470,1.815959,2.789601,1.486848,1.021827,1.328308,1.386108,2.586858,1.209439,2.116065,3.667170,3.827351,1.688478,1.390139,1.143881,0.495405,3.680241,2.771256,2.436788,0.971495,2.666384,0.770452,1.962971,2.309862
Acanthurus_olivaceus,2.342102,1.485468,3.609390,0.522585,0.900183,0.904668,2.826744,0.967937,2.925254,3.059253,2.568643,1.761729,3.399045,0.644254,0.881208,0.815330,0.000000,1.179928,1.999048,2.629611,2.927715,2.830988,3.041149,3.071785,0.857799,1.024166,2.582625,1.599718,2.677565,0.851832,1.103409,1.815959,1.973877,2.825045,1.911907,1.728665,3.846401,3.462728,1.817862,1.921068,1.437468,1.005106,3.347083,2.921497,2.487923,1.634619,2.995810,1.505866,2.014601,1.695573
Acanthurus_pyroferus,1.588904,2.134951,2.910683,0.833645,0.898239,1.850330,1.685059,2.081805,1.752117,1.895606,1.702071,0.777076,2.569850,1.343246,0.869732,1.517798,1.179928,0.000000,1.148155,1.914511,1.769842,1.654866,1.924518,1.913257,1.686044,2.075398,1.634428,0.834433,1.524997,0.618044,2.225949,1.986070,2.646148,2.040773,2.559263,0.782354,3.157574,2.333852,1.384847,2.872937,1.026574,1.939279,2.204775,2.410189,1.447455,1.832587,2.340016,2.261427,1.442832,1.070229
Acanthurus_tennentii,2.415899,3.223963,3.658489,1.834104,1.288018,2.318926,1.862412,2.891327,1.427447,1.741150,2.416760,0.830005,3.202888,2.337070,1.484793,2.515202,1.999048,1.148155,0.000000,2.731991,1.800802,1.384759,2.083873,1.452458,2.669082,2.757809,1.253722,1.727578,1.707734,1.171309,2.988381,3.133329,3.754782,2.813389,3.653394,0.519647,3.882631,1.832521,2.436598,3.859949,2.065244,2.912893,1.806127,3.296452,1.944403,2.954181,3.190119,3.281563,2.405476,0.438868
Acanthurus_triostegus,1.138040,2.565632,1.581708,2.123025,2.599067,3.351612,1.580189,3.152494,2.202258,2.134718,0.404061,2.034176,1.469988,2.274737,2.342102,2.304101,2.629611,1.914511,2.731991,0.000000,1.829464,2.084643,1.766706,2.449000,2.477025,3.258628,2.324255,1.654866,1.487846,2.499096,3.324541,1.765353,2.734359,0.489996,2.605516,2.295077,1.891410,2.844510,1.262515,3.332476,1.241406,2.708775,2.634156,1.583893,0.942526,1.673814,0.638877,2.630279,1.276496,2.870007
Acanthurus_xanthopterus,1.480910,3.466041,2.234725,2.532508,2.559036,3.607605,0.249850,3.807262,0.592064,0.309901,1.428571,1.629134,1.698810,2.976156,2.528439,3.114906,2.927715,1.769842,1.800802,1.829464,0.000000,0.596106,0.346479,0.765398,3.299205,3.824691,1.736550,1.560789,0.438266,2.283214,3.964245,2.974082,3.943190,1.647145,3.882271,1.694468,2.420401,1.023142,1.992710,4.416328,2.122233,3.555782,0.808122,2.249119,0.999400,2.966354,2.060315,3.748229,1.786076,2.090788
Ctenochaetus_binotatus,1.888503,3.607248,2.773568,2.457448,2.295944,3.392198,0.723470,3.716634,0.154950,0.527742,1.687465,1.282839,2.257175,2.928991,2.299687,3.076125,2.830988,1.654866,1.384759,2.084643,0.596106,0.000000,0.942526,0.391997,3.265558,3.669631,1.227926,1.735595,0.627501,2.110536,3.856177,3.184601,4.078478,2.028607,3.978785,1.325585,2.980529,0.929702,2.267722,4.439103,2.140258,3.536825,0.790095,2.734722,1.147051,3.080703,2.449980,3.758464,2.118156,1.750792
Ctenochaetus_cyanocheilus,1.317920,3.434727,1.941522,2.642920,2.763821,3.774772,0.353341,3.906245,0.929702,0.558681,1.385918,1.892313,1.392830,3.062827,2.717904,3.194815,3.041149,1.924518,2.083873,1.766706,0.346479,0.942526,0.000000,1.075762,3.373330,3.958570,2.056816,1.562326,0.638877,2.448628,4.071214,2.907956,3.910786,1.499099,3.874223,1.963572,2.107552,1.210201,1.907763,4.446128,2.194539,3.618033,0.992166,1.999328,1.075762,2.960682,1.891410,3.792170,1.667904,2.336971
Ctenochaetus_flavicauda,2.154547,3.889098,2.999800,2.738400,2.519323,3.611596,0.972614,3.985950,0.249850,0.527742,2.047456,1.553700,2.460736,3.228456,2.568012,3.385283,3.071785,1.913257,1.452458,2.449000,0.765398,0.391997,1.075762,0.000000,3.569075,3.932403,1.456863,1.973789,0.965180,2.302065,4.121037,3.506129,4.395800,2.353001,4.312382,1.527549,3.180070,0.571429,2.562017,4.748512,2.496511,3.833902,0.489996,2.970394,1.521357,3.428883,2.773568,4.086549,2.390790,1.825974
Ctenochaetus_hawaiiensis,2.452465,1.090096,3.540708,0.861238,1.508853,1.282866,3.143430,0.692096,3.381860,3.491544,2.549628,2.205022,3.449342,0.343810,1.293598,0.203408,0.857799,1.686044,2.669082,2.477025,3.299205,3.265558,3.373330,3.569075,0.000000,0.915981,2.942221,1.961210,2.981133,1.605719,0.867001,1.371765,1.279571,2.752495,1.117363,2.286982,3.792170,4.002850,1.817489,1.207300,1.338697,0.293736,3.857454,2.877232,2.632104,1.052890,2.815452,0.653736,2.095640,2.441621
Ctenochaetus_striatus,3.217316,1.822076,4.394876,1.325711,1.478794,0.619801,3.708033,0.417975,3.779857,3.965236,3.279193,2.459390,4.248768,1.031898,1.400030,1.013113,1.024166,2.075398,2.757809,3.258628,3.824691,3.669631,3.958570,3.932403,0.915981,0.000000,3.143877,2.570485,3.521387,1.751298,0.356907,2.280384,1.983761,3.551937,1.826478,2.468535,4.647650,4.371871,2.629171,1.472481,2.038060,0.894233,4.261745,3.726825,3.249035,1.951645,3.663083,1.273474,2.877947,2.462870
Ctenochaetus_strigosus,2.537320,3.628485,3.541556,2.225717,1.812005,2.862461,1.732397,3.310745,1.345483,1.753063,2.038053,0.867478,3.118315,2.630119,1.779357,2.751470,2.582625,1.634428,1.253722,2.324255,1.736550,1.227926,2.056816,1.456863,2.942221,3.143877,0.000000,2.190572,1.473251,1.966858,3.412215,3.281148,3.977141,2.522409,3.776944,1.022982,3.805600,2.010775,2.639563,4.119289,1.986669,3.230279,1.945228,3.426778,1.549503,2.963114,2.893881,3.418578,2.629897,1.613781
Ctenochaetus_tominiensis,0.889450,1.962685,2.229680,1.273474,1.681797,2.448009,1.444133,2.447565,1.802106,1.741120,1.447455,1.448187,1.905712,1.667063,1.625912,1.815959,1.599718,0.834433,1.727578,1.654866,1.560789,1.735595,1.562326,1.973789,1.961210,2.570485,2.190572,0.000000,1.412191,1.248378,2.619392,1.683814,2.539661,1.598784,2.548922,1.470748,2.443415,2.268115,0.797300,3.004476,1.197166,2.167298,2.101060,1.649659,1.349598,1.778060,1.868819,2.436223,0.728522,1.679661
Ctenochaetus_truncatus,1.344969,3.221923,2.191329,2.242910,2.298034,3.342286,0.285714,3.513401,0.723470,0.692959,1.084652,1.344969,1.704454,2.662780,2.221085,2.789601,2.677565,1.524997,1.707734,1.487846,0.438266,0.627501,0.638877,0.965180,2.981133,3.521387,1.473251,1.412191,0.000000,2.089959,3.669869,2.696319,3.649747,1.401423,3.556945,1.482887,2.420401,1.375484,1.773404,4.100595,1.750228,3.248068,1.175990,2.175317,0.587995,2.626346,1.822890,3.407322,1.616736,1.991992
Naso_annulatus,2.102227,2.127675,3.443679,0.811261,0.588952,1.397497,2.235393,1.796943,2.187623,2.357712,2.311432,1.126631,3.114942,1.293407,0.776104,1.486848,0.851832,0.618044,1.171309,2.499096,2.283214,2.110536,2.448628,2.302065,1.605719,1.751298,1.966858,1.248378,2.089959,0.000000,1.912782,2.232067,2.683413,2.630161,2.619474,0.985874,3.675702,2.676312,1.805351,2.751782,1.464109,1.813047,2.583186,2.854190,2.062203,2.082466,2.905161,2.249650,1.891044,0.872239
Naso_brachycentron,3.234932,1.600475,4.374266,1.432889,1.730083,0.883428,3.839329,0.188274,3.963639,4.116373,3.369019,2.690334,4.262513,1.067787,1.645672,1.021827,1.103409,2.225949,2.988381,3.324541,3.964245,3.856177,4.071214,4.121037,0.867001,0.356907,3.412215,2.619392,3.669869,1.912782,0.000000,2.161773,1.740845,3.597851,1.628880,2.699536,4.615699,4.542291,2.611198,1.186155,2.135417,0.733719,4.424475,3.667170,3.383952,1.895894,3.677711,1.129203,2.869519,2.679333
Naso_brevirostris,1.662247,0.891308,2.394477,1.556051,2.393527,2.573232,2.769241,1.982138,3.289187,3.233977,1.951397,2.584846,2.460741,1.371003,2.154179,1.328308,1.815959,1.986070,3.133329,1.765353,2.974082,3.184601,2.907956,3.506129,1.371765,2.280384,3.281148,1.683814,2.696319,2.232067,2.161773,0.000000,1.057102,1.901545,1.099759,2.726897,2.616785,3.863211,1.025743,1.823163,1.315782,1.436469,3.673339,1.715814,2.279409,0.598227,1.809678,1.345254,1.306640,3.010491
Naso_caesius,2.696319,0.744348,3.404697,1.945827,2.733053,2.459299,3.750327,1.612432,4.188263,4.184248,2.940814,3.251746,3.509566,1.518371,2.510425,1.386108,1.973877,2.646148,3.754782,2.734359,3.943190,4.078478,3.910786,4.395800,1.279571,1.983761,3.977141,2.539661,3.649747,2.683413,1.740845,1.057102,0.000000,2.934275,0.397881,3.363846,3.607400,4.774898,2.028852,0.914365,2.046805,1.128055,4.599716,2.703733,3.231022,1.130037,2.818245,0.881906,2.313891,3.545242
Naso_fageni,0.870241,2.691678,1.136537,2.342398,2.825676,3.610931,1.403135,3.418497,2.120047,1.956305,0.499700,2.214990,0.979992,2.538136,2.609745,2.586858,2.825045,2.040773,2.813389,0.489996,1.647145,2.028607,1.499099,2.353001,2.752495,3.551937,2.522409,1.598784,1.401423,2.630161,3.597851,1.901545,2.934275,0.000000,2.865325,2.435168,1.441954,2.666767,1.227806,3.601186,1.547847,2.970868,2.449000,1.232688,0.992166,1.951937,0.421510,2.935685,1.133007,2.957354
Naso_hexacanthus,2.712770,0.968818,3.447253,1.836623,2.591064,2.334281,3.683616,1.505095,4.098282,4.126889,2.824817,3.096322,3.534600,1.373067,2.336088,1.209439,1.911907,2.559263,3.653394,2.605516,3.882271,3.978785,3.874223,4.312382,1.117363,1.826478,3.776944,2.548922,3.556945,2.619474,1.628880,1.099759,0.397881,2.865325,0.000000,3.233384,3.673826,4.726747,2.050860,0.841709,1.876380,1.004116,4.551823,2.806261,3.107324,0.957340,2.760335,0.592064,2.350523,3.465823
Naso_lituratus,2.118378,2.890015,3.364907,1.461801,1.013029,2.116652,1.687368,2.589508,1.418336,1.722574,2.011888,0.328900,2.948890,1.950760,1.101676,2.116065,1.728665,0.782354,0.519647,2.295077,1.694468,1.325585,1.963572,1.527549,2.286982,2.468535,1.022982,1.470748,1.482887,0.985874,2.699536,2.726897,3.363846,2.435168,3.233384,0.000000,3.612657,2.001118,2.082302,3.492830,1.580189,2.551223,1.922798,3.008098,1.577044,2.499197,2.794208,2.867382,2.089515,0.699000
Naso_maculatus,1.575186,3.339026,0.309901,3.450652,4.014236,4.721454,2.257175,4.427696,3.008591,2.665866,1.916630,3.465288,0.723470,3.619724,3.847853,3.667170,3.846401,3.157574,3.882631,1.891410,2.420401,2.980529,2.107552,3.180070,3.792170,4.647650,3.805600,2.443415,2.420401,3.675702,4.615699,2.616785,3.607400,1.441954,3.673826,3.612657,0.000000,3.257644,2.035623,4.438021,2.821570,3.945016,3.052167,1.021827,2.273074,2.940339,1.314797,3.913685,1.839060,3.994199
Naso_minor,2.399191,4.225231,3.125237,3.164655,2.964180,4.028908,1.272103,4.404862,0.774752,0.713445,2.441144,2.072760,2.567691,3.663240,3.043773,3.827351,3.462728,2.333852,1.832521,2.844510,1.023142,0.929702,1.210201,0.571429,4.002850,4.371871,2.010775,2.268115,1.375484,2.676312,4.542291,3.863211,4.774898,2.666767,4.726747,2.001118,3.257644,0.000000,2.873014,5.165077,2.964319,4.254241,0.219133,3.127879,1.962432,3.853527,3.075676,4.530145,2.660756,2.163034
Naso_tonganus,0.685036,1.584726,1.800278,1.441540,2.116501,2.694120,1.801611,2.424215,2.353959,2.246447,1.251052,1.962097,1.665898,1.612841,1.943298,1.688478,1.817862,1.384847,2.436598,1.262515,1.992710,2.267722,1.907763,2.562017,1.817489,2.629171,2.639563,0.797300,1.773404,1.805351,2.611198,1.025743,2.028852,1.227806,2.050860,2.082302,2.035623,2.873014,0.000000,2.670295,1.053133,1.991828,2.679287,1.139628,1.471520,1.246416,1.334623,2.098310,0.305074,2.393907
Naso_tuberosus,3.352297,1.289792,4.216072,2.053981,2.660756,2.050418,4.242753,1.147850,4.554959,4.628685,3.503864,3.409113,4.258568,1.547084,2.470464,1.390139,1.921068,2.872937,3.859949,3.332476,4.416328,4.439103,4.446128,4.748512,1.207300,1.472481,4.119289,3.004476,4.100595,2.751782,1.186155,1.823163,0.914365,3.601186,0.841709,3.492830,4.438021,5.165077,2.670295,0.000000,2.401101,0.947886,5.011247,3.515409,3.701788,1.662433,3.542707,0.760803,2.964180,3.600714
Naso_unicornis,1.444495,1.779357,2.534688,0.921925,1.469517,2.112110,1.931519,1.970285,2.271946,2.358028,1.245268,1.362378,2.354972,1.083518,1.177523,1.143881,1.437468,1.026574,2.065244,1.241406,2.122233,2.140258,2.194539,2.496511,1.338697,2.038060,1.986669,1.197166,1.750228,1.464109,2.135417,1.315782,2.046805,1.547847,1.876380,1.580189,2.821570,2.964319,1.053133,2.401101,0.000000,1.609463,2.790768,2.097711,1.318320,0.991504,1.716989,1.674908,1.257361,2.053020
Naso_vlamingii,2.648704,0.990669,3.703946,1.111945,1.737296,1.341064,3.400464,0.564823,3.649747,3.747765,2.797724,2.484048,3.639207,0.616344,1.551733,0.495405,1.005106,1.939279,2.912893,2.708775,3.555782,3.536825,3.618033,3.833902,0.293736,0.894233,3.230279,2.167298,3.248068,1.813047,0.733719,1.436469,1.128055,2.970868,1.004116,2.551223,3.945016,4.254241,1.991828,0.947886,1.609463,0.000000,4.109560,3.007269,2.901361,1.186017,3.008612,0.558544,2.273064,2.660854
Paracanthurus_hepatus,2.192108,4.060644,2.913725,3.029770,2.877040,3.943378,1.057756,4.282147,0.638877,0.499700,2.231500,1.970627,2.357079,3.520187,2.936170,3.680241,3.347083,2.204775,1.806127,2.634156,0.808122,0.790095,0.992166,0.489996,3.857454,4.261745,1.945228,2.101060,1.175990,2.583186,4.424475,3.673339,4.599716,2.449000,4.551823,1.922798,3.052167,0.219133,2.679287,5.011247,2.790768,4.109560,0.000000,2.921494,1.763985,3.669703,2.857143,4.370451,2.463984,2.131728
Prionurus_laticlavius,0.907173,2.351986,0.891308,2.577868,3.221655,3.813435,2.067806,3.479055,2.782590,2.507554,1.616898,2.890047,0.990810,2.718777,3.065151,2.771256,2.921497,2.410189,3.296452,1.583893,2.249119,2.734722,1.999328,2.970394,2.877232,3.726825,3.426778,1.649659,2.175317,2.854190,3.667170,1.715814,2.703733,1.232688,2.806261,3.008098,1.021827,3.127879,1.139628,3.515409,2.097711,3.007269,2.921494,0.000000,1.966637,2.117498,1.154229,3.030846,0.975001,3.314300
Prionurus_microlepidotus,1.161015,2.892055,1.998799,1.998357,2.195444,3.165188,0.774752,3.222546,1.272103,1.277753,0.558681,1.344969,1.617729,2.340288,2.031378,2.436788,2.487923,1.447455,1.944403,0.942526,0.999400,1.147051,1.075762,1.521357,2.632104,3.249035,1.549503,1.349598,0.587995,2.062203,3.383952,2.279409,3.231022,0.992166,3.107324,1.577044,2.273074,1.962432,1.471520,3.701788,1.318320,2.901361,1.763985,1.966637,0.000000,2.156477,1.392830,2.983548,1.386492,2.171896
Zebrasoma_desjardinii,1.860101,1.126325,2.680636,1.313820,2.099491,2.278568,2.757458,1.725440,3.203723,3.223894,1.871559,2.319643,2.695819,1.056727,1.806194,0.971495,1.634619,1.832587,2.954181,1.673814,2.966354,3.080703,2.960682,3.428883,1.052890,1.951645,2.963114,1.778060,2.626346,2.082466,1.895894,0.598227,1.130037,1.951937,0.957340,2.499197,2.940339,3.853527,1.246416,1.662433,0.991504,1.186017,3.669703,2.117498,2.156477,0.000000,1.905882,1.003861,1.547079,2.850734
Zebrasoma_flavescens,1.101591,2.656663,1.008963,2.524913,3.089509,3.786838,1.818935,3.496961,2.541374,2.368257,0.857143,2.567422,1.075762,2.644685,2.849859,2.666384,2.995810,2.340016,3.190119,0.638877,2.060315,2.449980,1.891410,2.773568,2.815452,3.663083,2.893881,1.868819,1.822890,2.905161,3.677711,1.809678,2.818245,0.421510,2.760335,2.794208,1.314797,3.075676,1.334623,3.542707,1.716989,3.008612,2.857143,1.154229,1.392830,1.905882,0.000000,2.908571,1.285866,3.307631
Zebrasoma_gemmatum,2.757539,1.118362,3.665320,1.472379,2.128084,1.798661,3.566383,1.010749,3.882271,3.969723,2.794911,2.743572,3.668594,0.959232,1.876735,0.770452,1.505866,2.261427,3.281563,2.630279,3.748229,3.758464,3.792170,4.086549,0.653736,1.273474,3.418578,2.436223,3.407322,2.249650,1.129203,1.345254,0.881906,2.935685,0.592064,2.867382,3.913685,4.530145,2.098310,0.760803,1.674908,0.558544,4.370451,3.030846,2.983548,1.003861,2.908571,0.000000,2.400053,3.079175
