,Acanthurus_achilles,Acanthurus_bariene,Acanthurus_blochii,Acanthurus_chirurgus,Acanthurus_dussumieri,Acanthurus_guttatus,Acanthurus_japonicus,Acanthurus_leucocheilus,Acanthurus_leucosternon,Acanthurus_lineatus,Acanthurus_mata,Acanthurus_monroviae,Acanthurus_nigricans,Acanthurus_nigricauda,Acanthurus_nigrofuscus,Acanthurus_nubilus,Acanthurus_olivaceus,Acanthurus_pyroferus,Acanthurus_tennentii,Acanthurus_triostegus,Acanthurus_xanthopterus,Ctenochaetus_binotatus,Ctenochaetus_cyanocheilus,Ctenochaetus_flavicauda,Ctenochaetus_hawaiiensis,Ctenochaetus_striatus,Ctenochaetus_strigosus,Ctenochaetus_tominiensis,Ctenochaetus_truncatus,Naso_annulatus,Naso_brachycentron,Naso_brevirostris,Naso_caesius,Naso_fageni,Naso_hexacanthus,Naso_lituratus,Naso_maculatus,Naso_minor,Naso_tonganus,Naso_tuberosus,Naso_unicornis,Naso_vlamingii,Paracanthurus_hepatus,Prionurus_laticlavius,Prionurus_microlepidotus,Zebrasoma_desjardinii,Zebrasoma_flavescens,Zebrasoma_gemmatum,Zebrasoma_scopas,Zebrasoma_veliferum
Acanthurus_mata,3.176858,1.404349,3.719894,1.394939,1.576214,2.416197,2.352650,3.418874,3.092393,2.507012,0.000000,1.713563,2.780098,1.909864,1.755151,1.001070,2.577155,2.127206,0.640218,2.549391,1.594144,1.815136,2.558587,1.097130,0.821014,1.906410,3.516863,2.216098,2.642351,2.679441,2.691543,2.133935,3.304311,2.304051,3.389443,3.493878,3.640925,3.858671,3.423486,2.998705,2.461660,1.805172,3.058830,2.957156,2.200363,1.413815,2.649557,1.479125,1.870972,1.513214
Acanthurus_monroviae,2.678107,1.842529,2.552427,0.935940,1.844094,1.824580,3.309059,2.453108,2.997447,3.498937,1.713563,0.000000,1.968131,1.958693,1.461213,2.568688,1.030759,2.992495,1.983774,2.807429,0.826987,2.816988,0.958354,2.279257,1.104680,1.774397,2.118617,1.562963,1.153854,1.696351,2.740551,2.027126,2.297802,2.875155,1.906113,1.816760,2.334919,2.314623,2.483639,2.123834,1.599861,2.296218,2.208165,1.831427,2.551232,1.145414,1.732435,1.945014,1.443045,2.639022
Acanthurus_nigricans,1.148948,1.784358,3.370127,2.155975,1.524967,2.750816,3.273940,3.529337,1.777569,3.574851,2.780098,1.968131,0.000000,2.652932,1.192919,3.115400,2.572866,2.971580,2.655446,3.511016,1.895206,3.081721,1.513326,2.941636,2.454470,3.466755,2.956019,1.226997,2.300811,3.045700,3.945845,3.387588,3.032746,3.597483,2.470868,2.076483,2.664897,2.866595,3.051302,3.147379,2.241097,2.030258,1.535692,0.633448,3.607680,1.580617,2.221730,2.120493,2.428154,2.804176
Acanthurus_nigricauda,3.537082,2.377637,2.778103,1.183742,2.210428,1.148448,3.823789,2.173703,3.746831,4.062778,1.909864,1.958693,2.652932,0.000000,2.378829,2.197826,2.297997,3.562025,1.625696,1.166366,1.246959,3.408857,2.503334,2.745053,1.381148,1.794639,2.729745,2.880659,2.051321,1.699932,1.640504,1.472553,2.116278,1.141453,2.557870,3.087666,2.356506,2.984082,2.096451,1.628730,1.241955,2.805750,3.671288,2.769616,1.055640,2.088288,1.415428,2.742825,3.065118,2.988632
Acanthurus_nigrofuscus,1.553198,0.843890,3.466653,1.606121,0.782935,2.589991,2.402995,3.544186,1.744002,2.676310,1.755151,1.461213,1.192919,2.378829,0.000000,2.182332,2.395189,2.096502,1.757967,3.201945,1.481712,2.091769,1.595053,1.904414,1.649664,2.832840,3.100942,0.771814,2.284325,2.898396,3.540395,2.888363,3.130994,3.177865,2.768555,2.516160,3.157193,3.239652,3.218052,3.148055,2.260871,1.287300,1.565526,1.420724,3.159895,0.811615,2.336082,1.157494,1.606259,1.808545
Acanthurus_nubilus,3.350954,1.540635,4.477172,2.132481,1.670852,3.006557,2.027033,4.109325,3.089325,2.201111,1.001070,2.568688,3.115400,2.197826,2.182332,0.000000,3.461975,1.890637,0.704273,2.753781,2.293068,1.656262,3.297520,1.133005,1.662604,2.713957,4.319191,2.693815,3.449263,3.427580,3.160938,2.789631,3.967563,2.359266,4.138422,4.242053,4.217049,4.623899,4.023659,3.629554,3.043216,1.733253,3.528742,3.452981,2.501025,1.919801,3.218074,1.677234,2.585164,1.217828
Acanthurus_olivaceus,3.427218,2.858069,1.863485,1.501685,2.818408,1.722579,4.327034,1.781863,3.875478,4.503897,2.577155,1.030759,2.572866,2.297997,2.395189,3.461975,0.000000,4.010512,2.837925,2.966001,1.395612,3.823897,1.205368,3.248716,1.840504,1.767232,1.353125,2.417226,0.579926,1.150348,2.640907,2.004115,1.793671,3.175723,1.280192,1.444152,1.848401,1.540378,2.042769,1.644963,1.555401,3.303231,2.860261,2.241441,2.712278,2.136876,1.636636,2.966000,2.251336,3.659435
Acanthurus_pyroferus,2.531238,1.393859,5.377403,3.105615,1.678976,4.211063,0.332490,5.223256,1.947701,0.612228,2.127206,2.992495,2.971580,3.562025,2.096502,1.890637,4.010512,0.000000,2.186273,4.383781,3.124115,0.449189,3.379916,1.158809,2.718423,3.966890,5.022175,2.153045,4.086382,4.461262,4.748472,4.191267,4.987701,4.091370,4.725412,4.345247,4.876543,5.170249,5.077463,4.758931,4.027683,1.004722,2.661769,3.388433,4.159762,1.973327,4.162532,1.065030,2.143516,0.720424
Acanthurus_tennentii,3.096940,1.344800,3.776835,1.444468,1.400897,2.328688,2.399205,3.447232,3.002635,2.609440,0.640218,1.983774,2.655446,1.625696,1.757967,0.704273,2.837925,2.186273,0.000000,2.238637,1.614030,1.963919,2.726342,1.343019,1.035253,2.153965,3.625776,2.341696,2.781303,2.777698,2.621358,2.179181,3.271563,1.944750,3.454645,3.638070,3.597776,3.946617,3.333981,2.978584,2.357103,1.740007,3.209321,2.915905,2.016720,1.521668,2.531931,1.608285,2.318447,1.509943
Acanthurus_triostegus,4.446636,3.251601,2.791123,1.907258,3.103236,1.341192,4.609981,2.229082,4.659015,4.839454,2.549391,2.807429,3.511016,1.166366,3.201945,2.753781,2.966001,4.383781,2.238637,0.000000,2.052769,4.194368,3.376355,3.531220,2.104734,1.965300,3.014150,3.814307,2.665429,2.092369,1.039874,1.341155,2.151670,0.571493,3.018708,3.849377,3.004354,3.425451,2.076175,1.874443,1.743049,3.720073,4.603761,3.549326,0.744017,3.080836,1.852560,3.643359,3.964593,3.724429
Acanthurus_xanthopterus,2.788914,1.816779,2.325099,0.309901,1.708573,1.186056,3.427873,2.135595,3.104999,3.661092,1.594144,0.826987,1.895206,1.246959,1.481712,2.293068,1.395612,3.124115,1.614030,2.052769,0.000000,2.967794,1.403632,2.383699,0.852270,1.588103,2.061463,1.900880,1.193149,1.465150,2.183062,1.550371,1.878453,2.153336,1.846189,2.142422,2.160808,2.334414,1.992458,1.714760,0.975752,2.336003,2.644620,1.844487,1.925647,1.310334,1.139223,2.117084,2.093388,2.637629
Ctenochaetus_binotatus,2.775519,1.388512,5.210265,2.912262,1.719798,4.033169,0.600428,5.030031,2.275225,0.713841,1.815136,2.816988,3.081721,3.408857,2.091769,1.656262,3.823897,0.449189,1.963919,4.194368,2.967794,0.000000,3.313679,0.803727,2.466234,3.656714,4.872949,2.197039,3.935266,4.253803,4.487219,3.923546,4.833449,3.892692,4.618797,4.297789,4.809850,5.065858,4.940141,4.580764,3.900250,1.151572,2.776450,3.445904,3.920622,1.896131,4.050041,1.013990,1.963183,0.580027
Ctenochaetus_cyanocheilus,2.276518,2.206860,2.532028,1.654838,2.120014,2.235577,3.709384,2.658435,2.806424,3.927063,2.558587,0.958354,1.513326,2.503334,1.595053,3.297520,1.205368,3.379916,2.726342,3.376355,1.403632,3.313679,0.000000,2.938413,1.987326,2.596119,1.957643,1.414815,1.166996,2.072812,3.395282,2.731890,2.375872,3.526719,1.563377,0.996055,2.029118,1.895311,2.532487,2.389887,1.805697,2.575393,1.739940,1.188613,3.254389,1.522121,1.834716,2.335596,1.805342,3.160027
